Shopping_ID,Subcategory,Source_Dataset,Store_ID,Store_Name,Locality,Store_Type,Main_Categories,Chennai_Zone,Address,Phone,Rating,Review_Count,Verification_Status,Main_Products,Data_Status,Market_ID,Market_Name,Shopping_Categories,Market_Type,Operating_Days,Typical_Operating_Time,Mall_Name,Type,Developer_or_Group,Notes,Interest_Category
234,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,38.0,Earthware Crafts,Adyar,Craft Store,"Pottery, ceramics, décor",South Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
235,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,39.0,Terracotta Crafts Chennai,Mylapore,Handicraft Store,"Terracotta, clay crafts",Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
236,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,40.0,Clay Art Studio Chennai,Besant Nagar,Craft Store,"Clay art, pottery",South Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
237,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,41.0,Mango Tree Crafts,Adyar,Handicraft Store,"Handmade décor, gifts",South Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
238,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,42.0,The Craft Shop Chennai,T. Nagar,Handicraft Store,"Handmade gifts, décor",South/Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
239,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,43.0,Craft Junction Chennai,Nungambakkam,Handicraft Store,"Crafts, home décor",Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
240,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,44.0,Indian Craft House Chennai,Nungambakkam,Handicraft Store,"Indian handicrafts, décor",Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
241,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,45.0,Craft House India - Chennai,Alwarpet,Handicraft Store,Handmade crafts,Central/South Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
242,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,46.0,Heritage Craft Store Chennai,Mylapore,Handicraft Store,Traditional crafts,Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
243,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,47.0,South Indian Handicrafts,Mylapore,Handicraft Store,South Indian crafts,Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
244,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,48.0,Tamil Craft House,Mylapore,Handicraft Store,Tamil traditional crafts,Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
245,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,49.0,Chennai Handicraft Centre,Mylapore,Handicraft Store,Traditional crafts,Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
246,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,50.0,Mylapore Craft Bazaar,Mylapore,Craft Market,"Dolls, brass, clay, handmade goods",Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
247,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,51.0,Kapaleeshwarar Temple Craft Shops,Mylapore,Craft Shops,"Golu dolls, pooja goods, handicrafts",Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
248,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,52.0,Mada Street Handicraft Shops,Mylapore,Street Craft Shops,"Dolls, handicrafts, pooja items",Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
249,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,53.0,Golu Doll Shops - Mylapore,Mylapore,Seasonal Craft Store,"Golu dolls, clay dolls",Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
250,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,54.0,Doll Museum & Craft Shop,Mylapore,Doll & Craft Store,"Traditional dolls, craft décor",Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
251,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,55.0,Thanjavur Painting House,Mylapore,Art & Craft Store,Tanjore paintings,Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
252,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,56.0,Ravi Varma Art & Crafts,Mylapore,Art & Craft Store,"Paintings, traditional art",Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
253,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,57.0,Chennai Art & Craft Gallery,Mylapore,Art & Craft Store,"Paintings, sculptures, crafts",Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
254,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,58.0,Kalamkari Craft House,Mylapore,Textile Craft Store,"Kalamkari, handmade textiles",Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
255,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,59.0,Kalamkari House Chennai,T. Nagar,Textile Craft Store,"Kalamkari, handmade textiles",South/Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
256,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,60.0,Handmade India Crafts,T. Nagar,Handicraft Store,"Indian crafts, gifts",South/Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
257,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,61.0,Craft Village Chennai,T. Nagar,Handicraft Store,"Handmade décor, crafts",South/Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
258,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,62.0,Village Crafts Emporium,T. Nagar,Handicraft Store,"Rural crafts, décor",South/Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
259,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,63.0,Rural Artisan Crafts Chennai,T. Nagar,Handicraft Store,Artisan products,South/Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
260,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,64.0,Artisan Bazaar Chennai,T. Nagar,Craft Store,"Handmade products, gifts",South/Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
261,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,65.0,Indian Artisan Store Chennai,T. Nagar,Handicraft Store,Artisan crafts,South/Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
262,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,66.0,Craft & Loom Chennai,T. Nagar,Craft & Textile Store,"Handloom, crafts",South/Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
263,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,67.0,Loom & Craft House,T. Nagar,Craft & Textile Store,"Handloom, handmade décor",South/Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
264,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,68.0,Handloom & Handicraft House,T. Nagar,Handicraft Store,"Handloom, crafts",South/Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
265,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,69.0,Heritage Handicrafts Chennai,T. Nagar,Handicraft Store,Heritage crafts,South/Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
266,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,70.0,Traditional Crafts Emporium Chennai,T. Nagar,Handicraft Emporium,Traditional crafts,South/Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
267,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,71.0,South India Craft Emporium,T. Nagar,Handicraft Emporium,South Indian handicrafts,South/Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
268,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,72.0,Madras Craft House,T. Nagar,Handicraft Store,"Handmade décor, gifts",South/Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
269,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,73.0,Madras Heritage Crafts,T. Nagar,Handicraft Store,Traditional crafts,South/Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
270,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,74.0,Madras Art & Craft Store,T. Nagar,Art & Craft Store,"Art, décor, handicrafts",South/Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
271,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,75.0,Chennai Woodcrafts,T. Nagar,Woodcraft Store,"Wood carvings, décor",South/Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
272,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,76.0,Rosewood Craft House,T. Nagar,Woodcraft Store,"Rosewood carvings, décor",South/Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
273,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,77.0,Brass Craft House Chennai,T. Nagar,Metal Craft Store,"Brass lamps, idols",South/Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
274,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,78.0,Bronze Craft House Chennai,T. Nagar,Metal Craft Store,"Bronze sculptures, idols",South/Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
275,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,79.0,Stone Craft House Chennai,T. Nagar,Stone Craft Store,Stone sculptures,South/Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
276,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,80.0,Marble Handicrafts Chennai,T. Nagar,Stone Craft Store,"Marble décor, sculptures",South/Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
277,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,81.0,Cane & Bamboo Crafts Chennai,Egmore,Cane & Bamboo Store,"Cane, bamboo furniture, baskets",Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
278,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,82.0,Bamboo House Chennai,Egmore,Bamboo Craft Store,"Bamboo products, décor",Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
279,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,83.0,Cane Craft Centre Chennai,Egmore,Cane Craft Store,"Cane furniture, baskets",Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
280,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,84.0,Bamboo Handicrafts Chennai,Egmore,Bamboo Craft Store,Bamboo crafts,Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
281,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,85.0,Palm Leaf Crafts Chennai,Egmore,Natural Fibre Craft Store,"Palm leaf baskets, décor",Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
282,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,86.0,Coir Crafts Chennai,Egmore,Natural Fibre Craft Store,"Coir products, mats, baskets",Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
283,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,87.0,Jute Crafts Chennai,Egmore,Natural Fibre Craft Store,"Jute bags, décor",Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
284,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,88.0,Terracotta House Chennai,Egmore,Terracotta Craft Store,Terracotta décor,Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
285,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,89.0,Clay Craft House Chennai,Egmore,Clay Craft Store,"Clay dolls, décor",Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
286,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,90.0,Pottery House Chennai,Egmore,Pottery Store,"Pottery, ceramics",Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
287,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,91.0,Ceramic Craft House Chennai,Egmore,Ceramic Store,"Ceramics, handmade décor",Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
288,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,92.0,Wooden Toys Chennai,Egmore,Woodcraft Store,"Wooden toys, traditional toys",Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
289,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,93.0,Traditional Toy House Chennai,Egmore,Toy & Craft Store,Wooden and clay toys,Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
290,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,94.0,Handmade Toy Centre Chennai,Egmore,Craft Store,Traditional toys,Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
291,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,95.0,Kondapalli & Indian Toys Chennai,Egmore,Toy & Craft Store,"Wooden toys, dolls",Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
292,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,96.0,Craft Gift House Chennai,Egmore,Gift & Craft Store,Handmade gifts,Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
293,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,97.0,Artisan Gift House Chennai,Egmore,Gift & Craft Store,"Handmade gifts, décor",Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
294,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,98.0,Indian Souvenir Crafts Chennai,Egmore,Souvenir & Craft Store,"Souvenirs, handicrafts",Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
295,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,99.0,Heritage Souvenir Shop Chennai,Egmore,Souvenir & Craft Store,"Indian crafts, souvenirs",Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
296,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,100.0,Culture Craft Shop Chennai,Egmore,Craft Store,Cultural crafts,Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
297,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,101.0,Traditional India Craft Shop Chennai,Egmore,Craft Store,Traditional crafts,Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
298,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,102.0,Handmade Decor Chennai,Egmore,Home Décor Craft Store,Handmade home décor,Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
299,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,103.0,Craft Décor Studio Chennai,Egmore,Home Décor Craft Store,Craft décor,Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
300,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,104.0,Artisan Home Décor Chennai,Egmore,Home Décor Craft Store,Handmade décor,Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
301,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,105.0,Handmade Jewellery Crafts Chennai,Egmore,Craft Jewellery Store,Handmade jewellery,Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
302,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,106.0,Terracotta Jewellery Chennai,Egmore,Craft Jewellery Store,Terracotta jewellery,Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
303,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,107.0,Bead Craft House Chennai,Egmore,Craft Jewellery Store,Bead jewellery,Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
304,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,108.0,Brass Jewellery Craft Chennai,Egmore,Craft Jewellery Store,Brass and handmade jewellery,Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
305,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,109.0,Dastkari Haat Crafts Bazaar - Chennai,Taramani,Craft Bazaar/Event,"Handmade crafts, textiles, artisan products",South Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
306,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,110.0,Dilli Haat-style Craft Exhibitions Chennai,Taramani,Craft Bazaar/Event,"Indian handicrafts, artisan goods",South Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
307,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,111.0,Chennai Craft Mela,Nandanam,Craft Fair/Event,"Handmade crafts, décor, textiles",Central/South Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
308,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,112.0,Chennai Handicrafts Expo,Nandanam,Craft Fair/Event,"Handicrafts, artisan products",Central/South Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
309,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,113.0,Koyambedu Craft Bazaar - Kaivannam Sathukkam,Koyambedu,Craft Bazaar/Project,"Artisan crafts, exhibitions, souvenirs",West Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
310,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,114.0,Poompuhar Craft Expo Chennai,Chennai,Craft Fair/Event,Tamil Nadu handicrafts,Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
311,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,115.0,Dastkari Craft Exhibition Chennai,Chennai,Craft Fair/Event,Indian artisan crafts,Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
312,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,116.0,Kala Ghoda-style Craft Pop-up Chennai,Chennai,Craft Pop-up,"Handmade art, crafts",Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
313,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,117.0,Weekend Artisan Market Chennai,Chennai,Craft Market/Event,"Handmade products, décor",Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
314,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,118.0,Handmade Sunday Market Chennai,Chennai,Craft Market/Event,"Handmade goods, art, gifts",Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
315,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,119.0,Chennai Artisan Pop-up Market,Chennai,Craft Market/Event,"Artisan goods, handmade products",Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
316,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,120.0,ECR Artisan Craft Market,ECR,Craft Market/Event,"Handmade décor, crafts",South Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
317,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,121.0,Besant Nagar Artisan Market,Besant Nagar,Craft Market/Event,"Handmade gifts, accessories, décor",South Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
318,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,122.0,Adyar Artisan Market,Adyar,Craft Market/Event,"Handmade crafts, textiles",South Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
319,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,123.0,Mylapore Artisan Market,Mylapore,Craft Market/Event,"Traditional crafts, dolls, décor",Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
320,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,124.0,T. Nagar Artisan Pop-up,T. Nagar,Craft Market/Event,"Handmade gifts, crafts",South/Central Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
321,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,125.0,Anna Nagar Craft Exhibition,Anna Nagar,Craft Market/Event,"Handicrafts, décor, gifts",West Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
322,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,126.0,Velachery Craft Exhibition,Velachery,Craft Market/Event,"Handmade crafts, gifts",South Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
323,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,127.0,Tambaram Craft Exhibition,Tambaram,Craft Market/Event,"Handmade crafts, décor",Chennai Metropolitan Area,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
324,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,128.0,Chennai Christmas Craft Market,Chennai,Seasonal Craft Market,"Eco décor, handmade gifts",Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
325,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,129.0,Chennai Diwali Craft Bazaar,Chennai,Seasonal Craft Market,"Diyas, décor, handmade gifts",Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
326,Handicraft Stores,chennai_handicraft_stores_100_plus(1).csv,130.0,Chennai Pongal Craft Bazaar,Chennai,Seasonal Craft Market,"Clay dolls, décor, traditional crafts",Chennai,,,,,Needs individual verification,,,,,,,,,,,,,Shopping Interest
327,Textiles & Silk Stores,textiles and silk stores.csv,1.0,Sundari Silks,T. Nagar,Silk Sarees,,South/Central Chennai,"36, N Usman Rd, T. Nagar, Chennai 600017",918680877999.0,4.5,5777.0,,"Kanchipuram silk, wedding sarees",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
328,Textiles & Silk Stores,textiles and silk stores.csv,2.0,POTHYS TRADITIONAL,T. Nagar,Textile & Silk Showroom,,South/Central Chennai,"15, Nageswaran Rao Rd, T. Nagar, Chennai 600017",918069680292.0,4.4,32482.0,,"Silk sarees, textiles, traditional wear",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
329,Textiles & Silk Stores,textiles and silk stores.csv,3.0,RmKV Wedding Silks,T. Nagar,Silk Sarees,,South/Central Chennai,"125-127, N Usman Rd, Panagal Park, T. Nagar, Chennai 600017",914428144445.0,4.2,3495.0,,"Kanchipuram silk, bridal sarees",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
330,Textiles & Silk Stores,textiles and silk stores.csv,4.0,Nalli Silk Sarees - T. Nagar,T. Nagar,Silk Sarees,,South/Central Chennai,"100, N Usman Rd, T. Nagar, Chennai 600017",918095639911.0,4.3,5136.0,,"Kanchipuram silk, traditional sarees",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
331,Textiles & Silk Stores,textiles and silk stores.csv,5.0,Nalli Silk Sarees - Anna Nagar,Anna Nagar,Silk Sarees,,West Chennai,,,,,,"Silk sarees, textiles",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
332,Textiles & Silk Stores,textiles and silk stores.csv,6.0,Nalli Silk Sarees - Adyar,Adyar,Silk Sarees,,South Chennai,,,,,,"Silk sarees, textiles",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
333,Textiles & Silk Stores,textiles and silk stores.csv,7.0,Nalli Silk Sarees - Mylapore,Mylapore,Silk Sarees,,Central Chennai,,,,,,"Silk sarees, textiles",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
334,Textiles & Silk Stores,textiles and silk stores.csv,8.0,Nalli Silk Sarees - Velachery,Velachery,Silk Sarees,,South Chennai,,,,,,"Silk sarees, textiles",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
335,Textiles & Silk Stores,textiles and silk stores.csv,9.0,Nalli Silk Sarees - Chromepet,Chromepet,Silk Sarees,,Chennai Metropolitan Area,,,,,,"Silk sarees, textiles",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
336,Textiles & Silk Stores,textiles and silk stores.csv,10.0,Sri Palam Silk Sarees,T. Nagar,Silk Sarees,,South/Central Chennai,,,,,,Traditional silk sarees,Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
337,Textiles & Silk Stores,textiles and silk stores.csv,11.0,Sri Aishwarya Sarees,T. Nagar,Silk Sarees,,South/Central Chennai,,,,,,Silk sarees,Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
338,Textiles & Silk Stores,textiles and silk stores.csv,12.0,Palam Silks,T. Nagar,Silk Sarees,,South/Central Chennai,,,,,,"Kanchipuram silk, traditional sarees",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
339,Textiles & Silk Stores,textiles and silk stores.csv,13.0,Pachaiyappas Silks,T. Nagar,Silk Sarees,,South/Central Chennai,,,,,,"Kanchipuram, Banaras, cotton silk",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
340,Textiles & Silk Stores,textiles and silk stores.csv,14.0,Shreenivas Silks and Sarees,T. Nagar,Silk Sarees,,South/Central Chennai,"153 GN Chetty Road, T. Nagar, Chennai 600017",9043389840.0,,,,"Kanchipuram silk, handloom",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
341,Textiles & Silk Stores,textiles and silk stores.csv,15.0,Shrus Eternity,T. Nagar,Silk Sarees,,South/Central Chennai,,,,,,"Kanchipuram silk, traditional sarees",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
342,Textiles & Silk Stores,textiles and silk stores.csv,16.0,Kumaran Silks,T. Nagar,Silk Sarees,,South/Central Chennai,,,,,,"Silk sarees, traditional textiles",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
343,Textiles & Silk Stores,textiles and silk stores.csv,17.0,Kanchipuram Varamahalakshmi Silks,T. Nagar,Silk Sarees,,South/Central Chennai,,,,,,Kanchipuram silk,Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
344,Textiles & Silk Stores,textiles and silk stores.csv,18.0,Tulsi Silks,T. Nagar,Silk Sarees,,South/Central Chennai,,,,,,"Silk sarees, handloom",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
345,Textiles & Silk Stores,textiles and silk stores.csv,19.0,Cleo Silks,T. Nagar,Silk Sarees,,South/Central Chennai,,,,,,Silk sarees,Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
346,Textiles & Silk Stores,textiles and silk stores.csv,20.0,Snehalaya Silks,T. Nagar,Silk Sarees,,South/Central Chennai,,,,,,"Silk sarees, traditional textiles",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
347,Textiles & Silk Stores,textiles and silk stores.csv,21.0,Sri Lakshmi Silks,T. Nagar,Silk Sarees,,South/Central Chennai,,,,,,Silk sarees,Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
348,Textiles & Silk Stores,textiles and silk stores.csv,22.0,Sri Venkateswara Silks,T. Nagar,Silk Sarees,,South/Central Chennai,,,,,,"Silk sarees, traditional wear",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
349,Textiles & Silk Stores,textiles and silk stores.csv,23.0,Kanchipuram Lakshaya Silks,T. Nagar,Silk Sarees,,South/Central Chennai,,,,,,Kanchipuram silk,Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
